"Province_State","Country_Region","Last_Update","Lat","Long_","Confirmed","Deaths","Recovered","Active","FIPS","Incident_Rate","People_Tested","People_Hospitalized","Mortality_Rate","UID","ISO3","Testing_Rate","Hospitalization_Rate","rpt_dt"
"District of Columbia","US","2020-05-19 02:32:23",38.8974,-77.0268,7270,392,1028,5850,11,1030.11127185444,37825,NA,5.39202200825309,84000011,"USA",5359.55417577637,NA,2020-05-18
"Florida","US","2020-05-19 02:32:23",27.7663,-81.6868,46442,1997,NA,44445,12,216.233209299471,676412,8553,4.29998708065975,84000012,"USA",3149.36345481835,18.416519529736,2020-05-18
"Georgia","US","2020-05-19 02:32:23",33.0406,-83.6431,38283,1649,NA,36634,13,360.567719681132,364289,6916,4.30739492725231,84000013,"USA",3431.04913499255,18.0654598646919,2020-05-18
"Grand Princess","US","2020-05-19 02:32:23",NA,NA,103,3,NA,100,99999,NA,NA,NA,2.9126213592233,84099999,"USA",NA,NA,2020-05-18
"Guam","US","2020-05-19 02:32:23",13.4443,144.7937,154,5,126,23,66,93.7715019880776,4723,NA,3.24675324675325,316,"GUM",2875.86236292007,NA,2020-05-18
"Hawaii","US","2020-05-19 02:32:23",21.0943,-157.4983,640,17,573,50,15,45.2018261537766,42045,82,2.65625,84000015,"USA",2969.54809474303,12.8125,2020-05-18
"Idaho","US","2020-05-19 02:32:23",44.2405,-114.4788,2455,74,1612,769,16,137.376088726487,36672,213,3.0142566191446,84000016,"USA",2052.07980683411,8.67617107942974,2020-05-18
"Illinois","US","2020-05-19 02:32:23",40.3495,-88.9861,96485,4234,NA,92251,17,761.413848885649,603241,NA,4.38824687775302,84000017,"USA",4760.49180303289,NA,2020-05-18
"Indiana","US","2020-05-19 02:32:23",39.8494,-86.2583,28255,1765,NA,26490,18,419.698170840848,183912,4389,6.24668200318528,84000018,"USA",2731.81843906147,15.5335338878075,2020-05-18
"Iowa","US","2020-05-19 02:32:23",42.0115,-93.2105,14955,355,7324,7276,19,473.998992098432,103148,NA,2.37378803075894,84000019,"USA",3269.27770223799,NA,2020-05-18
"Kansas","US","2020-05-19 02:32:23",38.5266,-96.7265,8303,198,465,7640,20,285.001891316899,66990,740,2.38468023605926,84000020,"USA",2299.44317708287,8.91244128628207,2020-05-18
"Kentucky","US","2020-05-19 02:32:23",37.6681,-84.6701,7935,346,2768,4821,21,177.609238634967,129685,1896,4.36042848141147,84000021,"USA",2902.74153905176,23.8941398865785,2020-05-18
"Louisiana","US","2020-05-19 02:32:23",31.1695,-91.8678,34709,2563,26249,5897,22,746.623748008623,269748,NA,7.38425192313233,84000022,"USA",5802.53717415743,NA,2020-05-18
"Maine","US","2020-05-19 02:32:23",44.6939,-69.3819,1713,71,1053,589,23,127.435255748349,23805,223,4.14477524810274,84000023,"USA",1770.9260146465,13.0180969060128,2020-05-18
"Maryland","US","2020-05-19 02:32:23",39.0639,-76.8021,39762,2023,2817,34922,24,657.692765743473,201506,7086,5.0877722448569,84000024,"USA",3333.05765439123,17.8210351591972,2020-05-18
"Massachusetts","US","2020-05-19 02:32:23",42.2302,-71.5301,87052,5862,NA,81190,25,1262.99546042998,460826,8539,6.73390617102422,84000025,"USA",6685.90205909232,9.80907963056564,2020-05-18
"Michigan","US","2020-05-19 02:32:23",43.3266,-84.5361,51915,4915,28234,18766,26,519.833216796836,410178,NA,9.46739863237985,84000026,"USA",4107.17806412969,NA,2020-05-18
"Minnesota","US","2020-05-19 02:32:23",45.6945,-93.9002,16372,740,10764,4868,27,290.302629675128,156606,2128,4.5199120449548,84000027,"USA",2776.88331437229,12.99780112387,2020-05-18
"Mississippi","US","2020-05-19 02:32:23",32.7416,-89.6787,11432,527,7681,3224,28,384.120553104028,115767,1805,4.60986703988803,84000028,"USA",3889.82540860689,15.7890132960112,2020-05-18
"Missouri","US","2020-05-19 02:32:23",38.4561,-92.2884,11242,611,NA,10631,29,183.171191580577,151338,NA,5.43497598292119,84000029,"USA",2465.82118763756,NA,2020-05-18
"Montana","US","2020-05-19 02:32:23",46.9219,-110.4544,470,16,434,20,30,43.9754560816184,28167,64,3.40425531914894,84000030,"USA",2635.43972649138,13.6170212765957,2020-05-18
"Nebraska","US","2020-05-19 02:32:23",41.1254,-98.2681,10625,123,NA,10502,31,549.263650687962,67501,NA,1.15764705882353,84000031,"USA",3489.49135859653,NA,2020-05-18
"Nevada","US","2020-05-19 02:32:23",38.3135,-117.0554,7061,358,355,6348,32,229.241635813251,81832,NA,5.07010338478969,84000032,"USA",2656.748554294,NA,2020-05-18
"New Hampshire","US","2020-05-19 02:32:23",43.4525,-71.5639,3652,172,1268,2212,33,268.586486393064,44878,359,4.70974808324206,84000033,"USA",3300.55430896713,9.8302300109529,2020-05-18
"New Jersey","US","2020-05-19 02:32:23",40.2989,-74.521,148240,10439,23496,114305,34,1668.95776829813,505569,NA,7.04195898542903,84000034,"USA",5691.94083891473,NA,2020-05-18
"New Mexico","US","2020-05-19 02:32:23",34.8405,-106.2485,6096,270,1755,4071,35,290.724708595694,133253,886,4.42913385826772,84000035,"USA",6354.97696760203,14.5341207349081,2020-05-18
"New York","US","2020-05-19 02:32:23",42.1657,-74.9481,351371,28339,61681,261351,36,1806.20401580975,1439557,75870,8.06526435021672,84000036,"USA",7399.966515128,21.5925617082799,2020-05-18
"North Carolina","US","2020-05-19 02:32:23",35.6301,-79.8064,19207,693,11637,6877,37,183.131637771017,255755,NA,3.60805956161816,84000037,"USA",2438.52928714148,NA,2020-05-18
