"Province_State","Country_Region","Last_Update","Lat","Long_","Confirmed","Deaths","Recovered","Active","FIPS","Incident_Rate","People_Tested","People_Hospitalized","Mortality_Rate","UID","ISO3","Testing_Rate","Hospitalization_Rate","rpt_dt"
"North Carolina","US","2020-05-22 02:36:57",35.6301,-79.8064,20512,728,11637,8147,37,195.574329877602,290645,NA,3.54914196567863,84000037,"USA",2771.19252668076,NA,2020-05-21
"North Dakota","US","2020-05-22 02:36:57",47.5289,-99.784,2229,51,1340,838,38,292.495886161493,61279,144,2.28802153432032,84000038,"USA",8041.20924544197,6.46029609690444,2020-05-21
"Northern Mariana Islands","US","2020-05-22 02:36:57",15.0979,145.6739,22,2,13,7,69,39.8955462062962,4089,NA,9.09090909090909,580,"MNP",7415.1312926157,NA,2020-05-21
"Ohio","US","2020-05-22 02:36:57",40.3888,-82.7649,30167,1837,NA,28330,39,258.078038514514,299078,5295,6.0894354758511,84000039,"USA",2558.60588069227,17.5522922398648,2020-05-21
"Oklahoma","US","2020-05-22 02:36:57",35.5653,-96.9289,5680,304,4361,1015,40,143.54414020219,149595,917,5.35211267605634,84000040,"USA",3780.54324886384,16.1443661971831,2020-05-21
"Oregon","US","2020-05-22 02:36:57",44.572,-122.0709,3817,145,1406,2266,41,90.498767467009,105224,732,3.79879486507729,84000041,"USA",2494.79756561398,19.1773644223212,2020-05-21
"Pennsylvania","US","2020-05-22 02:36:57",40.5908,-77.2098,69252,4869,NA,64383,42,540.947191877762,368906,NA,7.03084387454514,84000042,"USA",2881.63034665941,NA,2020-05-21
"Puerto Rico","US","2020-05-22 02:36:57",18.2208,-66.5901,2913,126,NA,2787,72,99.3042904362434,2913,NA,4.3254376930999,630,"PRI",99.3042904362434,NA,2020-05-21
"Rhode Island","US","2020-05-22 02:36:57",41.6809,-71.5118,13571,556,1047,11968,44,1281.05527766267,123367,1506,4.09697148331,84000044,"USA",11645.4164350019,11.0971925429224,2020-05-21
"South Carolina","US","2020-05-22 02:36:57",33.8569,-80.945,9381,416,5451,3514,45,182.200836946857,138238,1444,4.43449525636926,84000045,"USA",2684.90345356141,15.3928152648971,2020-05-21
"South Dakota","US","2020-05-22 02:36:57",44.2998,-99.4388,4177,48,3145,984,46,472.159329187857,31301,342,1.14915010773282,84000046,"USA",3538.19946442641,8.18769451759636,2020-05-21
"Tennessee","US","2020-05-22 02:36:57",35.7478,-86.6923,18961,313,12191,6457,47,277.647047798167,360583,1539,1.6507568166236,84000047,"USA",5280.0382593854,8.11666051368599,2020-05-21
"Texas","US","2020-05-22 02:36:57",31.0545,-97.5635,53053,1460,30341,21252,48,182.967366985676,770241,NA,2.75196501611596,84000048,"USA",2656.38074594112,NA,2020-05-21
"Utah","US","2020-05-22 02:36:57",40.15,-111.8624,7874,92,4596,3186,49,245.60521379257,182874,647,1.16840233680467,84000049,"USA",5704.19200750602,8.21691643383287,2020-05-21
"Vermont","US","2020-05-22 02:36:57",44.0459,-72.7107,950,54,827,69,50,152.24627357213,25701,NA,5.68421052631579,84000050,"USA",4118.82260744981,NA,2020-05-21
"Virgin Islands","US","2020-05-22 02:36:57",18.3358,-64.8963,69,6,61,2,78,64.3248685535295,1383,NA,8.69565217391304,850,"VIR",1289.29410448596,NA,2020-05-21
"Virginia","US","2020-05-22 02:36:57",37.7693,-78.17,34137,1100,4778,28259,51,399.940530856999,218599,6269,3.22231010340686,84000051,"USA",2561.05106203852,18.3642382165978,2020-05-21
"Washington","US","2020-05-22 02:36:57",47.4009,-121.4905,19117,1044,NA,18073,53,251.047519643415,297942,3125,5.46110791442172,84000053,"USA",3912.62227847456,16.3467071193179,2020-05-21
"West Virginia","US","2020-05-22 02:36:57",38.4912,-80.9545,1593,70,983,540,54,88.8877977085585,83141,NA,4.39422473320778,84000054,"USA",4639.18417406608,NA,2020-05-21
"Wisconsin","US","2020-05-22 02:36:57",44.2685,-89.6165,13885,487,8012,5386,55,238.474150157821,177123,2218,3.50738206697875,84000055,"USA",3042.07827860307,15.9740727403673,2020-05-21
"Wyoming","US","2020-05-22 02:36:57",42.756,-107.3025,801,12,534,255,56,138.399575643748,18840,75,1.49812734082397,84000056,"USA",3255.24095521625,9.36329588014981,2020-05-21
"Alabama","US","2020-05-23 02:32:47",32.3182,-86.9023,13670,541,7951,5178,1,278.798372894353,177768,1561,3.9575713240673,84000001,"USA",3625.561752208,11.4191660570593,2020-05-22
"Alaska","US","2020-05-23 02:32:47",61.3707,-152.4044,403,10,356,37,2,55.0888872181479,41446,NA,2.48138957816377,84000002,"USA",5665.54347306044,NA,2020-05-22
"American Samoa","US","2020-05-23 02:32:47",-14.271,-170.132,0,0,NA,0,60,0,124,NA,NA,16,"ASM",222.857245556334,NA,2020-05-22
"Arizona","US","2020-05-23 02:32:47",33.7298,-111.4312,15624,775,3949,10900,4,214.653214295871,176003,1879,4.96031746031746,84000004,"USA",2418.0497744314,12.02636968766,2020-05-22
"Arkansas","US","2020-05-23 02:32:47",34.9697,-92.3731,5612,113,4029,1470,5,185.963038023675,103047,584,2.01354240912331,84000005,"USA",3414.63527783779,10.4062722736992,2020-05-22
"California","US","2020-05-23 02:32:47",36.1162,-119.6816,90252,3666,NA,86586,6,228.415394395805,1466773,NA,4.06195984576519,84000006,"USA",3712.20065244114,NA,2020-05-22
"Colorado","US","2020-05-23 02:32:47",39.0598,-105.3111,23487,1324,3580,18583,8,407.849917065134,142225,4037,5.63716098267126,84000008,"USA",2469.72599542677,17.1882317877975,2020-05-22
"Connecticut","US","2020-05-23 02:32:47",41.5978,-72.7554,39640,3637,7127,28876,9,1111.83195069569,202328,12538,9.17507568113017,84000009,"USA",5674.9428587376,31.6296670030272,2020-05-22
"Delaware","US","2020-05-23 02:32:47",39.3185,-75.5071,8529,322,4296,3911,10,875.879576570915,48986,NA,3.77535467229452,84000010,"USA",5030.58235876455,NA,2020-05-22
"Diamond Princess","US","2020-05-23 02:32:47",NA,NA,49,0,NA,49,88888,NA,NA,NA,0,84088888,"USA",NA,NA,2020-05-22
"District of Columbia","US","2020-05-23 02:32:47",38.8974,-77.0268,7893,418,1069,6406,11,1118.3862818084,42993,NA,5.29583174965159,84000011,"USA",6091.82584743301,NA,2020-05-22
"Florida","US","2020-05-23 02:32:47",27.7663,-81.6868,49451,2190,NA,47261,12,230.243065179539,835496,9372,4.42862631696022,84000012,"USA",3890.0560147468,18.9520939920325,2020-05-22
"Georgia","US","2020-05-23 02:32:47",33.0406,-83.6431,41482,1808,NA,39674,13,390.697441365951,427249,7313,4.35851694710959,84000013,"USA",4024.03671776099,17.6293332047635,2020-05-22
"Grand Princess","US","2020-05-23 02:32:47",NA,NA,103,3,NA,100,99999,NA,NA,NA,2.9126213592233,84099999,"USA",NA,NA,2020-05-22
"Guam","US","2020-05-23 02:32:47",13.4443,144.7937,165,5,125,35,66,100.469466415797,5279,NA,3.03030303030303,316,"GUM",3214.41401944845,NA,2020-05-22
"Hawaii","US","2020-05-23 02:32:47",21.0943,-157.4983,642,17,579,46,15,45.3430818605072,47985,83,2.64797507788162,84000015,"USA",3389.07754373277,12.9283489096573,2020-05-22
"Idaho","US","2020-05-23 02:32:47",44.2405,-114.4788,2595,79,1720,796,16,145.210163032682,39595,223,3.04431599229287,84000016,"USA",2215.64408681273,8.59344894026975,2020-05-22
"Illinois","US","2020-05-23 02:32:47",40.3495,-88.9861,105444,4715,NA,100729,17,832.114026863227,697133,NA,4.47156784643982,84000017,"USA",5501.44292600093,NA,2020-05-22
"Indiana","US","2020-05-23 02:32:47",39.8494,-86.2583,30409,1941,NA,28468,18,451.693564930077,208561,5285,6.38297872340426,84000018,"USA",3097.9532899925,17.3797231082903,2020-05-22
"Iowa","US","2020-05-23 02:32:47",42.0115,-93.2105,16492,424,9079,6989,19,522.714234549471,120250,NA,2.57094348775164,84000019,"USA",3811.32589768214,NA,2020-05-22
"Kansas","US","2020-05-23 02:32:47",38.5266,-96.7265,8909,205,485,8219,20,305.802944687734,76434,787,2.30104388820294,84000020,"USA",2623.61008803033,8.83376360983275,2020-05-22
"Kentucky","US","2020-05-23 02:32:47",37.6681,-84.6701,8426,391,3008,5027,21,188.599299903999,166240,2041,4.64039876572514,84000021,"USA",3720.95271968204,24.2226441965345,2020-05-22
"Louisiana","US","2020-05-23 02:32:47",31.1695,-91.8678,36925,2668,26249,8008,22,794.292024985405,311808,NA,7.22545700744753,84000022,"USA",6707.28795468244,NA,2020-05-22
"Maine","US","2020-05-23 02:32:47",44.6939,-69.3819,1948,75,1192,681,23,144.917617161579,37398,240,3.85010266940452,84000023,"USA",2782.15043460407,12.3203285420945,2020-05-22
"Maryland","US","2020-05-23 02:32:47",39.0639,-76.8021,44424,2207,3243,38974,24,734.805679427294,227902,7634,4.96803529623627,84000024,"USA",3769.66693572931,17.1844048262201,2020-05-22
"Massachusetts","US","2020-05-23 02:32:47",42.2302,-71.5301,90889,6228,NA,84661,25,1318.66464185797,511644,9162,6.85231436147389,84000025,"USA",7423.19589850015,10.0804277745382,2020-05-22
"Michigan","US","2020-05-23 02:32:47",43.3266,-84.5361,53913,5158,28234,20521,26,539.839511069399,471784,NA,9.56726578005305,84000026,"USA",4724.04881736066,NA,2020-05-22
"Minnesota","US","2020-05-23 02:32:47",45.6945,-93.9002,19005,851,12696,5458,27,336.990073111153,180971,2432,4.47776900815575,84000027,"USA",3208.9150497763,12.7966324651408,2020-05-22
"Mississippi","US","2020-05-23 02:32:47",32.7416,-89.6787,12625,595,7681,4349,28,424.205911733586,137973,1966,4.71287128712871,84000028,"USA",4635.95740670242,15.5722772277228,2020-05-22
"Missouri","US","2020-05-23 02:32:47",38.4561,-92.2884,11836,677,NA,11159,29,192.849512857829,172946,NA,5.71983778303481,84000029,"USA",2817.89049093529,NA,2020-05-22
"Montana","US","2020-05-23 02:32:47",46.9219,-110.4544,479,16,441,22,30,44.8175392831814,31857,65,3.34029227557411,84000030,"USA",2980.69383913217,13.5699373695198,2020-05-22
"Nebraska","US","2020-05-23 02:32:47",41.1254,-98.2681,11662,147,NA,11515,31,602.871782995108,78419,NA,1.26050420168067,84000031,"USA",4053.90176219288,NA,2020-05-22
"Nevada","US","2020-05-23 02:32:47",38.3135,-117.0554,7525,386,339,6800,32,244.305807887652,99941,NA,5.12956810631229,84000032,"USA",3244.67332174085,NA,2020-05-22
"New Hampshire","US","2020-05-23 02:32:47",43.4525,-71.5639,4014,204,1767,2043,33,295.209790904097,55100,393,5.08221225710015,84000033,"USA",4052.3317087234,9.79073243647235,2020-05-22
"New Jersey","US","2020-05-23 02:32:47",40.2989,-74.521,152579,10985,24491,117103,34,1717.80833330519,555314,NA,7.19954908604723,84000034,"USA",6251.99415909815,NA,2020-05-22
"New Mexico","US","2020-05-23 02:32:47",34.8405,-106.2485,6625,302,2041,4282,35,315.953279928883,152767,1139,4.55849056603774,84000035,"USA",7285.62033432388,17.1924528301887,2020-05-22
"New York","US","2020-05-23 02:32:47",42.1657,-74.9481,358154,28853,63292,266009,36,1841.07166806118,1600793,76843,8.05603176287295,84000036,"USA",8228.7916335729,21.4552957666255,2020-05-22
"North Carolina","US","2020-05-23 02:32:47",35.6301,-79.8064,22110,775,11637,9698,37,210.810668564439,303224,NA,3.5052012663953,84000037,"USA",2891.12863703227,NA,2020-05-22
